Document Count,Indexing Duration Micros,Start of Document
5368,9951,the the the the the the the
5369,10783,the the the the the the the
5370,11160,the the the the the the the
5371,10364,the the the the the the the
5372,10222,the the the the the the the
5373,10318,the the the the the the the
5374,9964,the the the the the the the
5375,10274,the the the the the the the
5376,10016,the the the the the the the
5377,10500,the the the the the the the
5378,10002,the the the the the the the
5379,10405,the the the the the the the
5380,10644,the the the the the the the
5381,10183,the the the the the the the
5382,9940,the the the the the the the
5383,10211,the the the the the the the
5384,9926,the the the the the the the
5385,10275,the the the the the the the
5386,10360,the the the the the the the
5387,10878,the the the the the the the
5388,10304,the the the the the the the
5389,10229,the the the the the the the
5390,10057,the the the the the the the
5391,10366,the the the the the the the
5392,10063,the the the the the the the
5393,10845,the the the the the the the
5394,10223,the the the the the the the
5395,10125,the the the the the the the
5396,10996,the the the the the the the
5397,10109,the the the the the the the
5398,10779,the the the the the the the
5399,10104,the the the the the the the
5400,11025,the the the the the the the
5401,10021,the the the the the the the
5402,10660,the the the the the the the
5403,10070,the the the the the the the
5404,10131,the the the the the the the
5405,10081,the the the the the the the
5406,10540,the the the the the the the
5407,10058,the the the the the the the
5408,10064,the the the the the the the
5409,10029,the the the the the the the
5410,10483,the the the the the the the
5411,10180,the the the the the the the
5412,10281,the the the the the the the
5413,10128,the the the the the the the
5414,10103,the the the the the the the
5415,10096,the the the the the the the
5416,10028,the the the the the the the
5417,10063,the the the the the the the
5418,10244,the the the the the the the
5419,10056,the the the the the the the
5420,10189,the the the the the the the
5421,10037,the the the the the the the
5422,10250,the the the the the the the
5423,10062,the the the the the the the
5424,11323,the the the the the the the
5425,10272,the the the the the the the
5426,10793,the the the the the the the
5427,11633,the the the the the the the
5428,10498,the the the the the the the
5429,10633,the the the the the the the
5430,10373,the the the the the the the
5431,10221,the the the the the the the
5432,10442,the the the the the the the
5433,10258,the the the the the the the
5434,10611,the the the the the the the
5435,11176,the the the the the the the
5436,10105,the the the the the the the
5437,10698,the the the the the the the
5438,10059,the the the the the the the
5439,10019,the the the the the the the
5440,10250,the the the the the the the
5441,10385,the the the the the the the
5442,10797,the the the the the the the
5443,9993,the the the the the the the
5444,10072,the the the the the the the
5445,10014,the the the the the the the
5446,9926,the the the the the the the
5447,10070,the the the the the the the
5448,10961,the the the the the the the
5449,9922,the the the the the the the
5450,9945,the the the the the the the
5451,10164,the the the the the the the
5452,10094,the the the the the the the
5453,10111,the the the the the the the
5454,10137,the the the the the the the
5455,10382,the the the the the the the
5456,10213,the the the the the the the
5457,10443,the the the the the the the
5458,10113,the the the the the the the
5459,9960,the the the the the the the
5460,10189,the the the the the the the
5461,11528,the the the the the the the
5462,10194,the the the the the the the
5463,10305,the the the the the the the
5464,10312,the the the the the the the
5465,10544,the the the the the the the
5466,10201,the the the the the the the
5467,9995,the the the the the the the
5468,10364,the the the the the the the
5469,10108,the the the the the the the
5470,10270,the the the the the the the
5471,10445,the the the the the the the
5472,10160,the the the the the the the
5473,11583,the the the the the the the
5474,10346,the the the the the the the
5475,10304,the the the the the the the
5476,10017,the the the the the the the
5477,10667,the the the the the the the
5478,9887,the the the the the the the
5479,10405,the the the the the the the
5480,10541,the the the the the the the
5481,10710,the the the the the the the
5482,9909,the the the the the the the
5483,10433,the the the the the the the
5484,10157,the the the the the the the
5485,10996,the the the the the the the
5486,10738,the the the the the the the
5487,10459,the the the the the the the
5488,10591,the the the the the the the
5489,10506,the the the the the the the
5490,10031,the the the the the the the
5491,10188,the the the the the the the
5492,10093,the the the the the the the
5493,10344,the the the the the the the
5494,10066,the the the the the the the
5495,10833,the the the the the the the
5496,10240,the the the the the the the
5497,10431,the the the the the the the
5498,10063,the the the the the the the
5499,9971,the the the the the the the
5500,10102,the the the the the the the
5501,10520,the the the the the the the
5502,10049,the the the the the the the
5503,10185,the the the the the the the
5504,10141,the the the the the the the
5505,10239,the the the the the the the
5506,9966,the the the the the the the
5507,10116,the the the the the the the
5508,10437,the the the the the the the
5509,10401,the the the the the the the
5510,10063,the the the the the the the
5511,9999,the the the the the the the
5512,10754,the the the the the the the
5513,11108,the the the the the the the
5514,10671,the the the the the the the
5515,10679,the the the the the the the
5516,11516,the the the the the the the
5517,10327,the the the the the the the
5518,11027,the the the the the the the
5519,10307,the the the the the the the
5520,10467,the the the the the the the
5521,10048,the the the the the the the
5522,10384,the the the the the the the
5523,9961,the the the the the the the
5524,10314,the the the the the the the
5525,10109,the the the the the the the
5526,10335,the the the the the the the
